NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,MPT,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALLSTAR,TEAM_STANDING
Steven Adams, OKC, C,26,58,58,27.0,4.5,7.6, .591,0.0,0.1,0.33299999999999996,4.5,7.6,0.593,0.593,1.9,3.2,0.59,3.4,6.0,9.4,2.4,0.9,1.1,1.5,1.9,10.9,26,1564,20.8,0.605,0.006999999999999999,0.413,14.4,23.8,19.3,13.5,1.6,3.5,14.1,17.2,3.7,2.5,6.2,0.19,2.1,1.1,3.2,2.0,0,9
Bam Adebayo, MIA, PF,22,65,65,34.4,6.3,11.1, .567,0.0,0.2,0.077,6.3,10.9,0.5760000000000001,0.568,3.6,5.3,0.69,2.5,8.0,10.5,5.1,1.2,1.3,2.8,2.5,16.2,22,2235,20.6,0.606,0.018000000000000002,0.47600000000000003,8.7,25.0,17.2,23.6,1.7,3.8,17.5,20.8,4.6,3.6,8.1,0.175,1.6,2.1,3.6,3.2,1,8
LaMarcus Aldridge, SAS, C,34,53,53,33.1,7.4,15.0, .493,1.2,3.0,0.389,6.2,12.0,0.519,0.532,3.0,3.6,0.8270000000000001,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9,34,1754,19.8,0.5710000000000001,0.198,0.24100000000000002,6.3,17.8,12.0,11.4,1.0,4.4,7.8,23.6,3.1,1.4,4.4,0.122,1.8,-0.5,1.3,1.5,0,20
Nickeil Alexander-Walker, NOP, SG,21,41,0,12.2,1.9,5.5, .339,1.0,2.9,0.342,0.9,2.7,0.336,0.42700000000000005,0.4,0.7,0.607,0.2,1.8,2.0,1.8,0.3,0.2,1.0,1.1,5.1,21,501,7.6,0.441,0.515,0.12300000000000001,1.7,15.2,8.4,20.3,1.0,1.2,14.3,22.8,-0.7,0.4,-0.4,-0.034,-3.5,-1.4,-4.9,-0.4,0,18
Grayson Allen, MEM, SG,24,30,0,16.6,2.6,5.9, .449,1.1,3.0,0.363,1.5,2.8,0.541,0.5429999999999999,1.0,1.2,0.857,0.2,2.0,2.2,1.4,0.2,0.0,0.8,1.2,7.4,24,498,11.4,0.5770000000000001,0.517,0.19899999999999998,1.1,12.6,7.0,11.8,0.6,0.2,10.7,17.9,0.5,0.3,0.7,0.07,-1.0,-1.5,-2.6,-0.1,0,14
Jarrett Allen, BRK, C,21,64,58,25.7,4.2,6.5, .646,0.0,0.1,0.0,4.2,6.4,0.654,0.6459999999999999,2.3,3.7,0.62,3.0,6.4,9.5,1.3,0.6,1.3,1.1,2.3,10.6,21,1647,20.3,0.6579999999999999,0.012,0.574,12.5,25.0,18.9,7.8,1.1,4.3,12.2,15.0,4.3,2.8,7.1,0.207,1.0,1.1,2.1,1.7,0,15
Kadeem Allen, NYK, SG,27,10,0,11.7,1.9,4.4, .432,0.5,1.6,0.313,1.4,2.8,0.5,0.489,0.7,1.1,0.636,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5.0,27,117,14.0,0.512,0.364,0.25,1.8,6.6,4.1,27.0,2.1,1.6,14.1,20.6,0.1,0.1,0.1,0.053,0.0,-0.6,-0.6,0.0,0,25
Al-Farouq Aminu, ORL, PF,29,18,2,21.1,1.4,4.8, .291,0.5,2.0,0.25,0.9,2.8,0.32,0.34299999999999997,1.1,1.6,0.655,1.3,3.5,4.8,1.2,1.0,0.4,0.9,1.5,4.3,29,380,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.016,-4.5,1.4,-3.1,-0.1,0,16
Justin Anderson, BRK, SF,26,3,0,5.7,0.3,2.0, .167,0.0,1.0,0.0,0.3,1.0,0.33299999999999996,0.16699999999999998,0.3,0.7,0.5,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.7,1.0,26,17,-3.8,0.218,0.5,0.33299999999999996,0.0,11.8,6.1,0.0,0.0,4.9,0.0,16.9,-0.1,0.0,-0.1,-0.16699999999999998,-12.8,-2.3,-15.1,-0.1,0,15
Kyle Anderson, MEM, PF,26,59,20,19.3,2.3,4.7, .493,0.3,1.1,0.258,2.1,3.7,0.56,0.521,0.7,1.1,0.652,0.9,3.4,4.4,2.2,0.8,0.5,0.9,1.4,5.7,26,1140,13.0,0.542,0.221,0.23600000000000002,5.1,18.3,11.8,15.1,1.9,2.4,15.1,13.3,0.9,1.4,2.2,0.095,-1.3,1.9,0.6,0.7,0,14
Ryan Anderson, HOU, PF,31,2,0,7.0,1.0,3.5, .286,0.5,2.5,0.2,0.5,1.0,0.5,0.35700000000000004,0.0,0.0,,0.0,3.5,3.5,1.0,0.5,0.0,0.5,0.5,2.5,31,14,9.5,0.35700000000000004,0.7140000000000001,0.0,0.0,52.8,26.2,20.1,3.3,0.0,12.5,23.6,0.0,0.0,0.0,-0.031,-4.1,0.7,-3.4,0.0,0,10
Giannis Antetokounmpo, MIL, PF,25,57,57,30.9,10.9,20.0, .547,1.5,4.8,0.306,9.5,15.2,0.622,0.583,6.3,10.0,0.633,2.3,11.5,13.7,5.8,1.0,1.0,3.7,3.0,29.6,25,1763,31.6,0.608,0.23800000000000002,0.5,7.8,34.5,22.0,33.9,1.5,2.9,13.1,37.4,5.6,4.8,10.4,0.282,7.4,4.1,11.5,6.0,1,1
Kostas Antetokounmpo, LAL, PF,22,3,0,1.7,0.0,0.0, ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,22,5,8.6,,,,0.0,21.3,10.9,22.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.136,1.2,3.1,4.3,0.0,0,2
Thanasis Antetokounmpo, MIL, SF,27,18,2,5.2,1.1,2.0, .528,0.0,0.4,0.0,1.1,1.6,0.655,0.528,0.4,0.8,0.467,0.6,0.4,1.1,0.5,0.3,0.1,0.6,0.7,2.5,27,93,14.2,0.528,0.19399999999999998,0.41700000000000004,12.4,8.0,10.1,13.8,2.9,1.9,20.5,23.8,0.0,0.2,0.2,0.083,-4.0,1.7,-2.3,0.0,0,1
Carmelo Anthony, POR, PF,35,50,50,32.5,5.8,13.6, .426,1.4,3.9,0.371,4.3,9.7,0.447,0.479,2.3,2.7,0.843,1.2,5.0,6.3,1.6,0.8,0.5,1.7,2.8,15.3,35,1623,12.2,0.517,0.28600000000000003,0.19699999999999998,4.0,15.8,10.0,7.0,1.2,1.2,10.5,21.6,0.1,0.9,1.0,0.028999999999999998,-1.9,-1.8,-3.7,-0.7,0,17
OG Anunoby, TOR, SF,22,63,62,30.1,4.2,8.4, .507,1.3,3.4,0.381,2.9,5.0,0.593,0.584,0.9,1.4,0.6859999999999999,1.2,4.2,5.4,1.6,1.4,0.7,1.2,2.5,10.7,22,1897,13.2,0.598,0.408,0.163,4.2,14.6,9.5,7.5,2.2,2.1,11.7,14.4,1.8,3.3,5.1,0.13,-0.9,1.8,0.9,1.4,0,3
Ryan Arcidiacono, CHI, PG,25,58,4,16.0,1.6,3.8, .409,0.9,2.4,0.391,0.6,1.4,0.439,0.532,0.5,0.7,0.711,0.3,1.6,1.9,1.7,0.5,0.1,0.6,1.7,4.5,25,930,9.0,0.551,0.627,0.17300000000000001,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.07,-2.7,-0.1,-2.8,-0.2,0,24
Trevor Ariza, TOT, SF,34,53,21,28.2,2.7,6.1, .438,1.5,3.9,0.37200000000000005,1.2,2.2,0.556,0.557,1.2,1.4,0.838,0.6,4.0,4.6,1.7,1.3,0.3,1.1,2.1,8.0,34,1493,11.0,0.593,0.639,0.228,2.5,15.6,9.0,8.1,2.2,0.9,13.6,11.9,1.3,1.3,2.6,0.084,-1.5,0.9,-0.5,0.6,0,17
Trevor Ariza, SAC, SF,34,32,0,24.7,2.0,5.2, .388,1.3,3.8,0.35200000000000004,0.7,1.3,0.488,0.518,0.7,0.8,0.778,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2.0,6.0,34,1493,11.0,0.593,0.639,0.228,2.5,15.6,9.0,8.1,2.2,0.9,13.6,11.9,1.3,1.3,2.6,0.084,-1.5,0.9,-0.5,0.6,0,19
Trevor Ariza, POR, SF,34,21,21,33.4,3.7,7.6, .491,1.6,4.0,0.4,2.1,3.5,0.595,0.597,2.0,2.2,0.872,0.6,4.1,4.8,2.0,1.6,0.4,1.3,2.3,11.0,34,1493,11.0,0.593,0.639,0.228,2.5,15.6,9.0,8.1,2.2,0.9,13.6,11.9,1.3,1.3,2.6,0.084,-1.5,0.9,-0.5,0.6,0,17
D.J. Augustin, ORL, PG,32,49,6,24.8,3.2,8.1, .393,1.2,3.6,0.345,2.0,4.6,0.43,0.469,2.8,3.2,0.885,0.4,1.9,2.2,4.6,0.6,0.0,1.4,1.1,10.4,32,1215,14.2,0.5479999999999999,0.43799999999999994,0.395,1.5,8.3,4.8,26.7,1.2,0.1,12.9,19.1,1.8,0.8,2.6,0.10099999999999999,-0.3,-1.0,-1.4,0.2,0,16
Deandre Ayton, PHO, C,21,30,25,33.2,8.5,15.5, .548,0.0,0.1,0.0,8.5,15.4,0.552,0.5479999999999999,2.0,2.6,0.769,4.1,7.9,12.0,1.9,0.7,1.7,2.4,3.2,19.0,21,996,20.4,0.5710000000000001,0.006,0.168,13.5,27.0,20.1,9.7,1.0,4.5,12.4,24.3,1.1,1.3,2.4,0.11699999999999999,0.8,-0.4,0.5,0.6,0,21
Dwayne Bacon, CHO, SG,24,39,11,17.6,2.2,6.3, .348,0.5,1.7,0.284,1.7,4.5,0.373,0.387,0.9,1.4,0.66,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7,24,687,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,0,23
Marvin Bagley III, SAC, PF,20,13,6,25.7,6.0,12.8, .467,0.3,1.7,0.182,5.7,11.2,0.51,0.479,1.9,2.4,0.8059999999999999,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2,20,334,15.7,0.512,0.132,0.18600000000000003,9.5,23.6,16.4,5.0,0.9,3.4,9.1,25.9,0.0,0.4,0.4,0.055,-2.1,-1.3,-3.4,-0.1,0,19
Lonzo Ball, NOP, PG,22,56,47,32.4,4.6,11.2, .412,2.5,6.5,0.38299999999999995,2.1,4.7,0.45299999999999996,0.523,0.7,1.2,0.5670000000000001,1.1,5.1,6.2,7.0,1.4,0.5,3.1,2.0,12.4,22,1817,13.7,0.529,0.578,0.107,3.6,16.6,10.1,29.3,2.0,1.4,20.7,18.6,0.7,1.9,2.6,0.068,0.4,0.6,1.0,1.3,0,18
Mo Bamba, ORL, C,21,60,0,14.5,2.2,4.7, .468,0.6,1.7,0.35600000000000004,1.6,3.0,0.534,0.534,0.5,0.8,0.674,1.6,3.4,5.0,0.7,0.4,1.4,0.7,1.9,5.5,21,868,17.8,0.5489999999999999,0.369,0.163,11.7,25.7,18.5,7.3,1.2,8.9,12.2,17.2,0.9,1.7,2.5,0.14,-1.1,1.7,0.5,0.6,0,16
J.J. Barea, DAL, PG,35,26,4,15.0,2.8,6.9, .413,1.1,2.9,0.382,1.7,4.0,0.43700000000000006,0.494,0.7,0.7,0.9440000000000001,0.4,1.5,1.8,3.8,0.2,0.1,1.3,1.0,7.5,35,391,14.9,0.519,0.425,0.10099999999999999,2.7,10.0,6.4,37.7,0.5,0.4,15.8,24.3,0.5,0.2,0.7,0.084,1.8,-2.7,-1.0,0.1,0,13
Harrison Barnes, SAC, PF,27,64,64,34.9,5.1,11.1, .459,1.5,3.8,0.38299999999999995,3.6,7.3,0.498,0.524,3.1,3.8,0.8029999999999999,1.0,3.8,4.8,2.4,0.6,0.2,1.3,1.3,14.7,27,2231,13.3,0.575,0.342,0.34299999999999997,3.0,12.7,7.7,9.9,0.8,0.4,8.9,17.6,3.1,1.1,4.2,0.091,0.0,-1.2,-1.2,0.5,0,19
RJ Barrett, NYK, SG,19,56,55,30.4,5.2,13.0, .402,1.1,3.5,0.32,4.1,9.5,0.43200000000000005,0.445,2.8,4.5,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3,19,1704,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.8,-1.5,-4.3,-1.0,0,25
Will Barton, DEN, SF,29,58,58,33.0,5.7,12.7, .450,1.9,5.0,0.375,3.9,7.8,0.498,0.523,1.8,2.3,0.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,15.1,29,1916,15.7,0.5489999999999999,0.39,0.18,4.4,16.8,10.6,16.0,1.6,1.4,9.9,20.0,2.4,2.1,4.5,0.113,1.2,-0.1,1.2,1.5,0,6
Keita Bates-Diop, TOT, SF,24,39,0,17.1,2.3,5.3, .428,0.8,2.4,0.33,1.5,2.9,0.509,0.502,1.3,1.8,0.71,0.5,2.3,2.9,0.8,0.4,0.5,0.4,1.0,6.6,24,665,12.6,0.541,0.452,0.332,3.2,15.0,8.9,6.5,1.2,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,-0.1,-0.8,0.2,0,6
Keita Bates-Diop, MIN, SF,24,37,0,17.5,2.4,5.6, .422,0.8,2.5,0.33,1.5,3.0,0.5,0.498,1.2,1.8,0.708,0.6,2.4,3.0,0.8,0.5,0.5,0.4,1.0,6.8,24,665,12.6,0.541,0.452,0.332,3.2,15.0,8.9,6.5,1.2,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,-0.1,-0.8,0.2,0,28
Keita Bates-Diop, DEN, SF,24,2,0,9.5,1.0,1.0, 1.000,0.0,0.0,,1.0,1.0,1.0,1.0,1.5,2.0,0.75,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,3.5,24,665,12.6,0.541,0.452,0.332,3.2,15.0,8.9,6.5,1.2,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,-0.1,-0.8,0.2,0,6
Nicolas Batum, CHO, SF,31,22,3,23.0,1.3,3.7, .346,0.6,2.2,0.28600000000000003,0.6,1.5,0.43799999999999994,0.43200000000000005,0.4,0.5,0.9,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6,31,505,9.2,0.46299999999999997,0.605,0.12300000000000001,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.7,0.9,-1.9,0.0,0,23
Aron Baynes, PHO, C,33,42,28,22.2,4.4,9.1, .480,1.4,4.0,0.35100000000000003,3.0,5.1,0.5820000000000001,0.5579999999999999,1.3,1.8,0.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5,33,934,15.1,0.581,0.441,0.19699999999999998,8.3,20.2,14.1,11.0,0.5,2.2,10.8,21.1,1.3,0.7,2.0,0.10300000000000001,-0.2,-0.9,-1.1,0.2,0,21
Kent Bazemore, TOT, SF-SG,30,64,21,25.1,2.9,7.7, .374,1.2,3.6,0.342,1.7,4.2,0.401,0.45299999999999996,1.7,2.2,0.768,0.4,4.0,4.3,1.3,1.1,0.6,1.3,2.8,8.7,30,1604,9.2,0.5,0.461,0.287,1.6,16.9,9.2,7.1,2.1,2.1,13.2,17.2,-0.8,1.5,0.7,0.02,-3.4,0.4,-3.0,-0.4,0,19
Kent Bazemore, POR, SF,30,43,21,25.8,2.6,7.6, .347,1.3,4.0,0.327,1.3,3.6,0.368,0.433,1.3,1.7,0.8059999999999999,0.3,3.7,4.0,1.4,1.0,0.7,1.4,2.8,7.9,30,1604,9.2,0.5,0.461,0.287,1.6,16.9,9.2,7.1,2.1,2.1,13.2,17.2,-0.8,1.5,0.7,0.02,-3.4,0.4,-3.0,-0.4,0,17
Kent Bazemore, SAC, SG,30,21,0,23.5,3.4,8.0, .426,1.0,2.7,0.386,2.4,5.3,0.446,0.491,2.4,3.3,0.7290000000000001,0.5,4.5,5.0,1.1,1.2,0.4,1.2,2.9,10.3,30,1604,9.2,0.5,0.461,0.287,1.6,16.9,9.2,7.1,2.1,2.1,13.2,17.2,-0.8,1.5,0.7,0.02,-3.4,0.4,-3.0,-0.4,0,19
Darius Bazley, OKC, PF,19,53,8,17.2,1.7,4.3, .383,0.6,1.9,0.3,1.1,2.5,0.446,0.44799999999999995,0.6,0.9,0.6809999999999999,0.4,3.3,3.7,0.5,0.4,0.7,0.8,0.8,4.5,19,909,8.1,0.475,0.435,0.204,2.7,20.7,12.0,4.3,1.1,3.3,13.8,14.1,-0.8,1.2,0.4,0.019,-3.1,0.6,-2.5,-0.1,0,9
Bradley Beal, WAS, SG,26,57,57,36.0,10.4,22.9, .455,3.0,8.4,0.353,7.4,14.4,0.515,0.52,6.8,8.0,0.8420000000000001,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5,26,2053,23.1,0.579,0.369,0.35100000000000003,2.7,10.6,6.5,29.1,1.6,1.0,11.4,34.4,4.6,0.5,5.1,0.11900000000000001,5.3,-2.4,2.9,2.5,0,22
Malik Beasley, TOT, SG,23,55,14,22.0,4.1,9.7, .425,1.9,5.0,0.38799999999999996,2.2,4.7,0.465,0.525,1.0,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,23,1209,12.7,0.546,0.517,0.124,1.6,11.9,6.6,9.4,1.6,0.6,9.2,21.8,0.4,0.9,1.3,0.053,-0.7,-1.3,-2.0,0.0,0,28
Malik Beasley, DEN, SG,23,41,0,18.2,2.9,7.3, .389,1.4,3.9,0.36,1.4,3.4,0.42100000000000004,0.485,0.8,0.9,0.868,0.2,1.7,1.9,1.2,0.8,0.1,0.9,1.2,7.9,23,1209,12.7,0.546,0.517,0.124,1.6,11.9,6.6,9.4,1.6,0.6,9.2,21.8,0.4,0.9,1.3,0.053,-0.7,-1.3,-2.0,0.0,0,6
Malik Beasley, MIN, SG,23,14,14,33.1,7.9,16.6, .472,3.5,8.2,0.426,4.4,8.4,0.517,0.5770000000000001,1.5,2.0,0.75,0.6,4.4,5.1,1.9,0.6,0.1,1.5,1.9,20.7,23,1209,12.7,0.546,0.517,0.124,1.6,11.9,6.6,9.4,1.6,0.6,9.2,21.8,0.4,0.9,1.3,0.053,-0.7,-1.3,-2.0,0.0,0,28
Marco Belinelli, SAS, SG,33,52,0,15.0,2.0,5.2, .391,1.1,3.0,0.368,0.9,2.2,0.42200000000000004,0.496,0.6,0.8,0.78,0.1,1.7,1.7,1.2,0.2,0.0,0.3,0.8,5.8,33,779,10.2,0.521,0.5720000000000001,0.151,0.6,11.9,6.2,11.3,0.6,0.1,5.2,17.0,0.4,0.1,0.6,0.035,-1.0,-1.9,-2.9,-0.2,0,20
Jordan Bell, TOT, C-PF,25,29,0,8.8,1.2,2.3, .522,0.1,0.4,0.33299999999999996,1.1,1.9,0.564,0.552,0.7,1.1,0.613,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2,25,256,13.9,0.5770000000000001,0.179,0.46299999999999997,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,0,14
Jordan Bell, MIN, C,25,27,0,8.7,1.2,2.2, .533,0.1,0.3,0.222,1.1,1.9,0.588,0.55,0.6,1.1,0.586,1.0,1.9,2.9,0.5,0.1,0.4,0.7,0.6,3.1,25,256,13.9,0.5770000000000001,0.179,0.46299999999999997,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,0,28
Jordan Bell, MEM, PF,25,2,0,10.5,1.5,3.5, .429,1.0,1.5,0.667,0.5,2.0,0.25,0.5710000000000001,1.0,1.0,1.0,1.0,0.5,1.5,1.0,0.5,0.0,1.5,1.0,5.0,25,256,13.9,0.5770000000000001,0.179,0.46299999999999997,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,0,14
DeAndre' Bembry, ATL, SG,25,43,4,21.3,2.4,5.3, .456,0.3,1.5,0.231,2.1,3.8,0.546,0.489,0.6,1.1,0.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8,25,915,9.6,0.5,0.285,0.21100000000000002,4.0,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.7,0.2,0.011000000000000001,-3.5,1.0,-2.4,-0.1,0,27
Dragan Bender, TOT, SF,22,16,3,17.9,2.6,5.8, .446,0.9,2.7,0.349,1.6,3.1,0.531,0.527,0.6,0.9,0.7140000000000001,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,22,286,11.0,0.545,0.467,0.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,0.0,0.3,0.3,0.053,-3.0,0.1,-2.9,-0.1,0,30
Dragan Bender, MIL, SF,22,7,0,13.0,1.4,3.0, .476,0.6,1.3,0.444,0.9,1.7,0.5,0.5710000000000001,0.3,0.4,0.667,0.0,2.9,2.9,1.3,0.0,0.7,0.7,2.3,3.7,22,286,11.0,0.545,0.467,0.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,0.0,0.3,0.3,0.053,-3.0,0.1,-2.9,-0.1,0,1
Dragan Bender, GSW, SF,22,9,3,21.7,3.4,7.9, .437,1.2,3.8,0.324,2.2,4.1,0.541,0.514,0.9,1.2,0.727,1.8,4.1,5.9,2.1,0.4,0.4,1.8,2.9,9.0,22,286,11.0,0.545,0.467,0.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,0.0,0.3,0.3,0.053,-3.0,0.1,-2.9,-0.1,0,30
Dāvis Bertāns, WAS, PF,27,54,4,29.3,4.9,11.3, .434,3.7,8.7,0.424,1.2,2.6,0.47100000000000003,0.598,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4,27,1583,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.3,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.106,2.7,-1.8,0.9,1.1,0,22
Patrick Beverley, LAC, PG,31,48,48,27.1,2.9,6.8, .428,1.6,4.1,0.379,1.3,2.6,0.504,0.5429999999999999,0.6,0.9,0.659,1.2,4.2,5.4,3.7,1.1,0.5,1.3,3.1,7.9,31,1299,12.3,0.5539999999999999,0.609,0.126,4.6,15.7,10.3,18.2,1.9,1.7,15.7,13.0,1.4,2.0,3.4,0.126,-0.5,2.6,2.1,1.3,0,4
Khem Birch, ORL, C,27,40,24,19.4,1.4,2.9, .487,0.0,0.0,0.0,1.4,2.9,0.491,0.48700000000000004,1.0,1.7,0.612,1.8,2.8,4.5,0.9,0.4,0.5,0.6,1.8,3.8,27,777,10.1,0.529,0.009000000000000001,0.583,9.3,15.7,12.4,6.1,1.0,2.4,13.7,9.3,0.7,0.8,1.5,0.092,-3.3,0.3,-3.0,-0.2,0,16
Goga Bitadze, IND, C,20,49,2,8.4,1.2,2.6, .473,0.1,0.7,0.16699999999999998,1.1,1.9,0.591,0.496,0.5,0.7,0.727,0.4,1.5,2.0,0.4,0.1,0.7,0.5,1.2,3.1,20,410,12.2,0.53,0.27899999999999997,0.256,6.0,19.8,12.9,7.1,0.7,6.9,14.8,18.1,-0.1,0.7,0.6,0.069,-4.0,1.5,-2.5,0.0,0,11
Bismack Biyombo, CHO, C,27,53,29,19.4,2.8,5.2, .543,0.0,0.0,,2.8,5.2,0.5429999999999999,0.5429999999999999,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,27,1029,16.1,0.57,0.0,0.5429999999999999,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,0,23
Nemanja Bjelica, SAC, PF,31,64,61,28.5,4.5,9.4, .475,2.0,4.6,0.424,2.5,4.8,0.524,0.579,0.9,1.1,0.8220000000000001,1.7,4.8,6.4,2.8,0.8,0.5,1.4,3.0,11.9,31,1821,15.6,0.597,0.488,0.121,6.5,19.4,12.8,14.6,1.4,1.7,12.6,17.4,3.0,1.7,4.7,0.125,1.2,0.4,1.6,1.7,0,19
Eric Bledsoe, MIL, PG,30,56,56,27.2,5.7,11.8, .482,1.3,3.6,0.348,4.4,8.2,0.54,0.535,2.8,3.4,0.813,0.7,3.9,4.6,5.4,0.9,0.4,2.5,2.1,15.4,30,1524,18.1,0.579,0.304,0.292,2.8,13.3,8.4,28.5,1.6,1.4,15.8,24.0,2.4,2.9,5.3,0.168,1.1,1.1,2.2,1.6,0,1
Bogdan Bogdanović, SAC, SG,27,53,20,28.5,5.2,12.1, .433,2.6,7.2,0.361,2.6,4.9,0.541,0.541,1.4,2.0,0.7240000000000001,0.3,2.9,3.2,3.2,1.0,0.3,1.7,2.2,14.5,27,1510,14.3,0.56,0.595,0.16399999999999998,1.2,11.8,6.4,17.2,1.7,0.9,11.5,22.3,1.2,1.1,2.4,0.075,0.7,-0.3,0.4,0.9,0,19
Bojan Bogdanović, UTA, SF,30,63,63,33.1,6.6,14.8, .447,3.0,7.3,0.414,3.6,7.6,0.479,0.5479999999999999,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,30,2083,15.7,0.603,0.489,0.29600000000000004,2.2,11.1,6.8,9.9,0.8,0.3,13.1,25.6,2.7,1.6,4.3,0.099,1.6,-1.5,0.2,1.1,0,7
Jonah Bolden, TOT, PF,24,7,0,6.7,0.6,1.6, .364,0.0,0.6,0.0,0.6,1.0,0.5710000000000001,0.364,0.3,0.6,0.5,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4,24,47,4.9,0.392,0.364,0.364,7.0,14.4,10.6,0.0,3.0,3.7,13.6,13.4,-0.1,0.1,0.0,-0.008,-8.8,-0.1,-8.9,-0.1,0,21
Jonah Bolden, PHI, PF,24,4,0,3.5,0.5,0.8, .667,0.0,0.3,0.0,0.5,0.5,1.0,0.667,0.0,0.5,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.5,1.0,1.0,24,47,4.9,0.392,0.364,0.364,7.0,14.4,10.6,0.0,3.0,3.7,13.6,13.4,-0.1,0.1,0.0,-0.008,-8.8,-0.1,-8.9,-0.1,0,12
Jonah Bolden, PHO, PF,24,3,0,11.0,0.7,2.7, .250,0.0,1.0,0.0,0.7,1.7,0.4,0.25,0.7,0.7,1.0,1.0,1.7,2.7,0.0,0.7,0.7,0.0,2.0,2.0,24,47,4.9,0.392,0.364,0.364,7.0,14.4,10.6,0.0,3.0,3.7,13.6,13.4,-0.1,0.1,0.0,-0.008,-8.8,-0.1,-8.9,-0.1,0,21
Marques Bolden, CLE, C,21,1,0,3.0,0.0,0.0, ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,21,3,19.8,,,,0.0,74.7,37.0,0.0,16.2,0.0,,0.0,0.0,0.0,0.0,0.282,-5.8,11.3,5.5,0.0,0,29
Jordan Bone, DET, PG,22,10,0,5.3,0.5,2.0, .250,0.2,1.0,0.2,0.3,1.0,0.3,0.3,0.0,0.0,,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2,22,53,0.8,0.3,0.5,0.0,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,-0.1,0.0,-0.1,-0.11800000000000001,-9.0,-2.9,-11.9,-0.1,0,26
